,week,venue,attendance,referee,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards,,
848,174,Etihad Stadium (Manchester),25000,TaylorA.,0,2,False,False,True,1.51,4.42,6.87,12,1,3,,
849,174,Anfield (Liverpool),25000,FriendK.,0,1,False,False,True,1.7,3.87,5.05,6,4,5,,
850,174,The Hawthorns (West Bromwich),25000,AtkinsonM.,0,0,False,True,False,2.29,3.09,3.4,8,2,0,,
851,174,Amex Stadium (Brighton),25000,OliverM.,1,2,False,False,True,2.42,3.12,3.11,6,5,1,,
852,174,Villa Park (Birmingham),25000,MadleyA.,0,0,False,True,False,2.61,3.06,2.9,3,3,1,,
853,174,Bramall Lane (Sheffield),25000,TierneyP.,0,2,False,False,True,3.8,3.32,2.04,9,4,7,,
854,173,The Hawthorns (West Bromwich),25000,EnglandD.,0,1,False,False,True,3.89,3.43,1.97,6,5,4,,
855,173,Selhurst Park (London),25000,MarrinerA.,0,0,False,True,False,7.42,4.63,1.44,3,3,1,,
856,173,Turf Moor (Burnley),25000,MadleyA.,1,1,False,True,False,3.71,3.05,2.19,11,5,2,,
857,173,Bramall Lane (Sheffield),25000,JonesR.,1,0,True,False,False,3.46,3.28,2.17,6,2,1,,
858,173,Goodison Park (Liverpool),25000,AtkinsonM.,1,0,True,False,False,2.17,3.46,3.5,2,4,2,,
859,173,Bramall Lane (Sheffield),25000,MossJ.,0,2,False,False,True,8.02,5.4,1.36,10,4,0,,
860,173,Stamford Bridge (London),25000,AttwellS.,0,0,False,True,False,2.39,3.36,3.14,10,4,3,,
861,173,Tottenham Hotspur Stadium (London),25000,FriendK.,4,0,True,False,False,1.51,4.33,6.63,10,0,0,,
862,173,Selhurst Park (London),25000,TaylorA.,0,0,False,True,False,3.4,3.15,2.25,4,1,2,,
863,173,King Power Stadium (Leicester),25000,TierneyP.,1,3,False,False,True,2.32,3.27,3.24,7,1,3,,
864,172,St. James' Park (Newcastle),25000,DeanM.,1,1,False,True,False,3.63,3.05,2.21,11,2,2,,
865,172,Elland Road (Leeds),25000,BankesP.,0,1,False,False,True,2.01,3.74,3.44,7,0,5,,
866,172,The Hawthorns (West Bromwich),25000,MasonL.,1,0,True,False,False,4.43,3.53,1.83,8,1,0,,
867,172,Amex Stadium (Brighton),25000,FriendK.,1,2,False,False,True,1.75,3.46,5.18,7,4,2,,
868,172,Old Trafford (Manchester),25000,TierneyP.,3,1,True,False,False,1.35,5.31,8.62,13,3,3,,
869,172,Emirates Stadium (London),25000,MossJ.,0,1,False,False,True,6.75,4.73,1.48,4,4,4,,
870,172,Villa Park (Birmingham),25000,OliverM.,1,2,False,False,True,3.69,3.56,1.99,9,5,3,,
871,172,London Stadium (London),25000,PawsonC.,2,1,True,False,False,2.95,3.41,2.43,8,1,7,,
872,172,Craven Cottage (London),25000,AtkinsonM.,1,0,True,False,False,1.98,3.28,4.1,8,4,3,,
873,172,Anfield (Liverpool),25000,KavanaghC.,0,2,False,False,True,1.36,5.36,8.07,12,4,3,,
874,171,Turf Moor (Burnley),25000,DeanM.,0,0,False,True,False,2.15,3.2,3.61,4,7,3,,
875,171,St. Mary's Stadium (Southampton),25000,TaylorA.,1,1,False,True,False,4.63,3.8,1.77,4,4,2,,
876,171,Stamford Bridge (London),25000,BankesP.,2,0,True,False,False,1.31,5.45,10,10,2,0,,
877,171,London Stadium (London),25000,HooperS.,3,0,True,False,False,2.03,3.2,3.98,14,2,2,,
878,171,Goodison Park (Liverpool),25000,MadleyA.,0,2,False,False,True,2.06,3.29,3.76,5,5,2,,
879,171,Emirates Stadium (London),25000,AttwellS.,4,2,True,False,False,1.81,3.97,4.16,10,2,2,,
880,171,The Hawthorns (West Bromwich),25000,PawsonC.,1,1,False,True,False,9.09,5.8,1.31,10,5,5,,
881,171,St. Mary's Stadium (Southampton),25000,ScottG.,1,2,False,False,True,2.21,3.18,3.48,7,7,4,,
882,171,Amex Stadium (Brighton),25000,EnglandD.,0,0,False,True,False,2.83,3.31,2.5,10,3,5,,
883,171,Etihad Stadium (Manchester),25000,TierneyP.,3,0,True,False,False,1.37,5.47,8.26,9,1,4,,
884,170,Selhurst Park (London),25000,OliverM.,0,3,False,False,True,2.84,3.12,2.61,7,4,0,,
885,170,Elland Road (Leeds),25000,MarrinerA.,2,0,True,False,False,1.8,3.71,4.38,10,2,2,,
886,170,Bramall Lane (Sheffield),25000,FriendK.,1,2,False,False,True,6.73,4.27,1.51,6,4,1,,
887,170,Anfield (Liverpool),25000,OliverM.,1,4,False,False,True,3.09,3.62,2.3,8,3,3,,
888,170,Molineux Stadium (Wolverhampton),25000,AtkinsonM.,0,0,False,True,False,3.23,3.13,2.35,4,1,4,,
889,170,Tottenham Hotspur Stadium (London),25000,AttwellS.,2,0,True,False,False,1.39,5.01,7.94,7,5,3,,
890,170,Old Trafford (Manchester),25000,MossJ.,3,3,False,True,False,1.63,4.17,5.19,8,4,3,,
891,170,Craven Cottage (London),25000,DeanM.,0,0,False,True,False,4.13,3.56,1.88,3,5,4,,
892,170,Turf Moor (Burnley),25000,TaylorA.,1,1,False,True,False,3.6,3.08,2.21,9,3,2,,
893,170,St. James' Park (Newcastle),25000,PawsonC.,3,2,True,False,False,3.22,3.43,2.21,9,8,5,,
894,169,Tottenham Hotspur Stadium (London),25000,MarrinerA.,0,1,False,False,True,4.07,3.5,1.99,4,3,5,,
895,169,Villa Park (Birmingham),25000,MadleyA.,1,3,False,False,True,2.34,3.41,2.99,12,2,2,,
896,169,Anfield (Liverpool),25000,FriendK.,0,1,False,False,True,1.56,4.49,5.55,5,3,1,,
897,169,Elland Road (Leeds),25000,OliverM.,1,2,False,False,True,2.55,3.44,2.69,13,1,5,,
898,169,Turf Moor (Burnley),25000,AtkinsonM.,0,2,False,False,True,14,6.89,1.2,6,5,3,,
899,169,Craven Cottage (London),25000,JonesR.,0,2,False,False,True,3.69,3.32,2.07,6,4,4,,
900,169,Old Trafford (Manchester),25000,DeanM.,9,0,True,False,False,1.47,4.83,6.34,15,5,5,,
901,169,St. James' Park (Newcastle),25000,EnglandD.,1,2,False,False,True,2.96,3.2,2.47,8,3,4,,
902,169,Bramall Lane (Sheffield),25000,TierneyP.,2,1,True,False,False,2.1,3.28,3.64,10,3,3,,
903,169,Amex Stadium (Brighton),25000,BankesP.,1,0,True,False,False,3.17,3.29,2.35,9,2,3,,
904,168,London Stadium (London),25000,MossJ.,1,3,False,False,True,3.3,3.7,2.12,7,3,2,,
905,168,King Power Stadium (Leicester),25000,KavanaghC.,1,3,False,False,True,1.82,3.8,4.1,15,4,3,,
906,168,Stamford Bridge (London),25000,ScottG.,2,0,True,False,False,1.33,5.27,9.65,8,4,1,,
907,168,St. Mary's Stadium (Southampton),25000,MasonL.,0,1,False,False,True,3.2,3.64,2.14,9,9,1,,
908,168,Emirates Stadium (London),25000,OliverM.,0,0,False,True,False,3.59,3.57,2.1,6,2,4,,
909,168,Selhurst Park (London),25000,HooperS.,1,0,True,False,False,2.92,3.03,2.61,6,2,3,,
910,168,Etihad Stadium (Manchester),25000,CooteD.,1,0,True,False,False,1.2,6.81,14,6,1,3,,
911,168,The Hawthorns (West Bromwich),25000,TaylorA.,2,2,False,True,False,3.5,3.27,2.16,10,2,1,,
912,168,Tottenham Hotspur Stadium (London),25000,AtkinsonM.,1,3,False,False,True,3.68,3.85,1.99,9,4,3,,
913,168,Goodison Park (Liverpool),25000,DeanM.,1,1,False,True,False,3.15,3.26,2.32,8,3,2,,
914,167,Old Trafford (Manchester),25000,BankesP.,1,2,False,False,True,1.28,5.9,10,7,5,2,,
915,167,Amex Stadium (Brighton),25000,PawsonC.,0,0,False,True,False,2,3.26,4.01,8,3,3,,
916,167,Turf Moor (Burnley),25000,TierneyP.,3,2,True,False,False,4.18,3.71,1.83,15,5,1,,
917,167,Stamford Bridge (London),25000,MadleyA.,0,0,False,True,False,1.67,3.78,5.49,5,2,2,,
918,167,St. Mary's Stadium (Southampton),25000,FriendK.,1,3,False,False,True,3.49,3.63,2.07,10,4,3,,
919,167,The Hawthorns (West Bromwich),25000,KavanaghC.,0,5,False,False,True,20,8.13,1.15,8,1,2,,
920,167,Selhurst Park (London),25000,AttwellS.,2,3,False,False,True,3.54,3.3,2.13,10,2,0,,
921,167,Anfield (Liverpool),25000,DeanM.,0,1,False,False,True,1.35,5.55,7.98,10,7,3,,
922,167,King Power Stadium (Leicester),25000,PawsonC.,2,0,True,False,False,2.82,3.45,2.49,11,4,4,,
923,167,Emirates Stadium (London),25000,CooteD.,3,0,True,False,False,1.43,4.77,7.33,7,5,0,,
924,166,Etihad Stadium (Manchester),25000,MasonL.,4,0,True,False,False,1.18,7.35,17,6,0,0,,
925,166,Anfield (Liverpool),25000,TierneyP.,0,0,False,True,False,1.94,3.98,3.74,7,9,3,,
926,166,Bramall Lane (Sheffield),25000,MarrinerA.,1,3,False,False,True,4.68,3.57,1.81,10,5,4,,
927,166,King Power Stadium (Leicester),25000,AttwellS.,2,0,True,False,False,1.7,3.78,4.97,8,6,4,,
928,166,Craven Cottage (London),25000,BankesP.,0,1,False,False,True,5.72,4.19,1.58,9,4,5,,
929,166,Elland Road (Leeds),25000,FriendK.,0,1,False,False,True,2.26,3.53,3.03,4,3,2,,
930,166,London Stadium (London),25000,KavanaghC.,1,0,True,False,False,1.74,3.66,4.85,6,6,3,,
931,166,Molineux Stadium (Wolverhampton),25000,AtkinsonM.,1,2,False,False,True,2.53,2.93,3.15,6,1,4,,
932,166,St. Mary's Stadium (Southampton),25000,MarrinerA.,1,0,True,False,False,5.77,4.88,1.5,4,7,4,,
933,166,Stamford Bridge (London),25000,TaylorA.,1,3,False,False,True,3.41,3.66,2.13,8,2,4,,
934,165,St. James' Park (Newcastle),25000,JonesR.,1,2,False,False,True,5.81,4.1,1.56,5,6,2,,
935,165,The Hawthorns (West Bromwich),25000,AtkinsonM.,0,4,False,False,True,5.78,4.02,1.6,15,5,3,,
936,165,Amex Stadium (Brighton),25000,MadleyA.,3,3,False,True,False,2.83,2.96,2.75,8,1,3,,
937,165,Selhurst Park (London),25000,AttwellS.,2,0,True,False,False,2.05,3.2,3.93,6,3,4,,
938,165,Tottenham Hotspur Stadium (London),25000,CooteD.,3,0,True,False,False,1.88,4.01,3.77,12,1,5,,
939,165,Old Trafford (Manchester),25000,OliverM.,2,1,True,False,False,1.7,4.21,4.55,14,2,4,,
940,165,St. James' Park (Newcastle),25000,TierneyP.,0,0,False,True,False,9.88,6.04,1.28,6,6,5,,
941,165,Old Trafford (Manchester),25000,MossJ.,1,0,True,False,False,1.55,4.36,5.93,8,6,2,,
942,165,Amex Stadium (Brighton),25000,AtkinsonM.,0,1,False,False,True,3.57,3.44,2.11,5,0,2,,
943,165,Turf Moor (Burnley),25000,KavanaghC.,1,0,True,False,False,2.38,3.08,3.23,6,4,3,,
944,164,St. Mary's Stadium (Southampton),25000,MadleyA.,0,0,False,True,False,2,3.58,3.61,6,5,4,,
945,164,The Hawthorns (West Bromwich),25000,MasonL.,0,5,False,False,True,4.07,3.92,1.8,7,2,1,,
946,164,Stamford Bridge (London),25000,AttwellS.,1,1,False,True,False,1.85,3.9,4.01,7,2,4,,
947,164,Molineux Stadium (Wolverhampton),25000,TierneyP.,1,1,False,True,False,3.56,3.29,2.17,9,2,5,,
948,164,Anfield (Liverpool),2000,FriendK.,1,1,False,True,False,1.13,9.17,19,5,6,1,,
949,164,London Stadium (London),25000,HooperS.,2,2,False,True,False,2.35,3.27,3.1,8,3,0,,
950,164,Elland Road (Leeds),25000,JonesR.,1,0,True,False,False,1.68,4.14,4.59,10,6,3,,
951,164,Etihad Stadium (Manchester),25000,MarrinerA.,2,0,True,False,False,1.12,9.6,21,8,4,4,,
952,164,Bramall Lane (Sheffield),25000,CooteD.,0,1,False,False,True,3.31,3.22,2.26,5,2,6,,
953,164,Emirates Stadium (London),25000,OliverM.,3,1,True,False,False,4.74,3.95,1.75,10,1,3,,
954,163,Villa Park (Birmingham),25000,TaylorA.,3,0,True,False,False,1.79,3.81,4.3,16,3,7,,
955,163,Craven Cottage (London),25000,EnglandD.,0,0,False,True,False,2.82,3.21,2.57,3,5,2,,
956,163,Stamford Bridge (London),25000,KavanaghC.,3,0,True,False,False,1.62,4.22,5.2,7,4,0,,
957,163,Turf Moor (Burnley),25000,MasonL.,2,1,True,False,False,3.36,3,2.36,7,3,3,,
958,163,The Hawthorns (West Bromwich),25000,AtkinsonM.,0,3,False,False,True,4.51,3.95,1.72,11,5,3,,
959,163,Old Trafford (Manchester),25000,TaylorA.,6,2,True,False,False,1.73,4.41,4.16,18,6,1,,
960,163,Tottenham Hotspur Stadium (London),25000,PawsonC.,0,2,False,False,True,2.13,3.51,3.43,7,6,4,,
961,163,Amex Stadium (Brighton),25000,BankesP.,1,1,False,True,False,1.84,3.42,4.54,8,3,6,,
962,163,St. James' Park (Newcastle),25000,ScottG.,1,1,False,True,False,2.82,3.25,2.55,9,1,4,,
963,163,Goodison Park (Liverpool),25000,MarrinerA.,2,1,True,False,False,2.67,3.35,2.69,4,1,4,,
964,162,St. Mary's Stadium (Southampton),25000,DeanM.,0,1,False,False,True,5.84,4.64,1.52,8,5,4,,
965,162,Bramall Lane (Sheffield),25000,OliverM.,2,3,False,False,True,6.87,4.76,1.45,14,6,5,,
966,162,Villa Park (Birmingham),25000,PawsonC.,0,0,False,True,False,1.89,3.75,3.99,11,3,2,,
967,162,Craven Cottage (London),25000,JonesR.,0,0,False,True,False,2.87,3.25,2.51,8,3,1,,
968,162,Anfield (Liverpool),2000,TaylorA.,2,1,True,False,False,1.8,4.04,4.31,13,2,2,,
969,162,London Stadium (London),25000,CooteD.,1,1,False,True,False,2.13,3.33,3.5,4,0,3,,
970,162,Emirates Stadium (London),25000,TierneyP.,1,1,False,True,False,2.16,3.54,3.33,7,2,6,,
971,162,Elland Road (Leeds),25000,HooperS.,5,2,True,False,False,1.59,4.41,5.25,14,6,4,,
972,162,King Power Stadium (Leicester),25000,MasonL.,0,2,False,False,True,2.07,3.64,3.48,8,4,5,,
973,162,Etihad Stadium (Manchester),25000,BankesP.,1,1,False,True,False,1.11,10,23,8,5,5,,
974,161,Emirates Stadium (London),2000,ScottG.,0,1,False,False,True,1.48,4.58,6.71,8,6,3,,
975,161,King Power Stadium (Leicester),25000,AtkinsonM.,3,0,True,False,False,2.03,3.53,3.58,10,5,3,,
976,161,Craven Cottage (London),2000,MarrinerA.,1,1,False,True,False,8.24,5.48,1.35,11,4,4,,
977,161,Selhurst Park (London),2000,FriendK.,1,1,False,True,False,4.29,3.74,1.84,11,4,2,,
978,161,St. Mary's Stadium (Southampton),2000,MadleyA.,3,0,True,False,False,1.61,4.01,5.38,6,3,1,,
979,161,Goodison Park (Liverpool),2000,MossJ.,1,0,True,False,False,4.77,4.11,1.69,7,5,5,,
980,161,Old Trafford (Manchester),25000,KavanaghC.,0,0,False,True,False,4.77,4.15,1.71,4,4,2,,
981,161,St. James' Park (Newcastle),25000,EnglandD.,2,1,True,False,False,2.44,3.13,3.07,10,5,5,,
982,161,Molineux Stadium (Wolverhampton),25000,DeanM.,0,1,False,False,True,2.55,3.21,2.84,9,2,11,,
983,161,Amex Stadium (Brighton),2000,CooteD.,1,2,False,False,True,2.41,3.38,3,7,5,6,,
984,160,Anfield (Liverpool),2000,PawsonC.,4,0,True,False,False,1.62,4.34,5.31,9,4,2,,
985,160,Tottenham Hotspur Stadium (London),25000,AtkinsonM.,2,0,True,False,False,2.19,3.5,3.41,5,0,3,,
986,160,Bramall Lane (Sheffield),25000,AttwellS.,1,2,False,False,True,3.89,3.39,1.99,5,8,4,,
987,160,The Hawthorns (West Bromwich),25000,TierneyP.,1,5,False,False,True,2.98,3.21,2.45,10,5,4,,
988,160,Stamford Bridge (London),2000,FriendK.,3,1,True,False,False,1.48,4.95,5.98,13,5,2,,
989,160,London Stadium (London),2000,MarrinerA.,1,3,False,False,True,3.28,3.52,2.2,12,7,0,,
990,160,Etihad Stadium (Manchester),25000,MossJ.,2,0,True,False,False,1.14,8.8,18,7,2,0,,
991,160,London Stadium (London),25000,BankesP.,2,1,True,False,False,2.35,3.49,3,8,4,2,,
992,160,King Power Stadium (Leicester),25000,HooperS.,1,2,False,False,True,1.6,4.22,5.45,8,0,2,,
993,160,Emirates Stadium (London),25000,OliverM.,1,2,False,False,True,2.12,3.25,3.77,7,2,7,,
994,159,Stamford Bridge (London),25000,TierneyP.,0,0,False,True,False,2,3.74,3.74,4,4,6,,
995,159,St. Mary's Stadium (Southampton),25000,MossJ.,2,3,False,False,True,3.82,3.72,1.94,11,0,1,,
996,159,The Hawthorns (West Bromwich),25000,DeanM.,1,0,True,False,False,2.65,3.06,2.84,12,4,5,,
997,159,Goodison Park (Liverpool),25000,KavanaghC.,0,1,False,False,True,2.29,3.62,2.93,15,8,3,,
998,159,Etihad Stadium (Manchester),25000,MasonL.,5,0,True,False,False,1.12,9.45,22,7,4,0,,
999,159,Amex Stadium (Brighton),25000,AttwellS.,1,1,False,True,False,4.55,4.16,1.71,5,4,3,,
1000,159,Molineux Stadium (Wolverhampton),25000,MarrinerA.,1,1,False,True,False,2.37,3.17,3.26,11,3,2,,
1001,159,Turf Moor (Burnley),25000,FriendK.,1,0,True,False,False,2.64,3.08,2.93,9,4,2,,
1002,159,Anfield (Liverpool),25000,KavanaghC.,3,0,True,False,False,1.78,4.14,4.32,17,3,2,,
1003,159,Elland Road (Leeds),25000,TaylorA.,0,0,False,True,False,3.43,3.73,2.06,6,2,3,,
1004,158,Bramall Lane (Sheffield),25000,AtkinsonM.,0,1,False,False,True,3.17,3.17,2.36,8,6,0,,
1005,158,Craven Cottage (London),25000,MadleyA.,2,3,False,False,True,4.16,3.68,1.84,13,5,2,,
1006,158,Old Trafford (Manchester),25000,CooteD.,1,0,True,False,False,1.34,5.45,8.66,9,2,2,,
1007,158,Tottenham Hotspur Stadium (London),25000,DeanM.,2,0,True,False,False,4.17,4.13,1.81,7,3,4,,
1008,158,Villa Park (Birmingham),25000,OliverM.,1,2,False,False,True,2.24,3.53,3.07,7,2,5,,
1009,158,Emirates Stadium (London),25000,AtkinsonM.,0,3,False,False,True,1.69,4.18,4.69,8,2,0,,
1010,158,Etihad Stadium (Manchester),25000,PawsonC.,1,1,False,True,False,1.91,4.18,3.69,5,7,4,,
1011,158,King Power Stadium (Leicester),25000,TaylorA.,1,0,True,False,False,2.36,3.09,3.26,5,1,5,,
1012,158,The Hawthorns (West Bromwich),25000,MadleyA.,0,1,False,False,True,6.18,4.55,1.51,7,2,1,,
1013,158,London Stadium (London),25000,JonesR.,1,0,True,False,False,1.85,3.69,4.1,10,5,4,,
1014,157,Stamford Bridge (London),25000,MossJ.,4,1,True,False,False,1.4,4.85,8.07,12,2,2,,
1015,157,Selhurst Park (London),25000,KavanaghC.,4,1,True,False,False,2.78,3.38,2.5,9,2,2,,
1016,157,Goodison Park (Liverpool),25000,TierneyP.,1,3,False,False,True,3.17,3.62,2.21,6,4,6,,
1017,157,St. Mary's Stadium (Southampton),25000,BankesP.,2,0,True,False,False,2.22,3.46,3.38,10,5,3,,
1018,157,Elland Road (Leeds),25000,MarrinerA.,1,4,False,False,True,2.4,3.66,2.9,12,2,2,,
1019,157,Craven Cottage (London),25000,HooperS.,2,0,True,False,False,2.41,3.3,3.15,7,5,5,,
1020,157,Tottenham Hotspur Stadium (London),25000,ScottG.,2,1,True,False,False,1.59,4.29,5.4,5,4,3,,
1021,157,Old Trafford (Manchester),25000,DeanM.,0,1,False,False,True,1.99,3.6,3.91,4,4,6,,
1022,157,St. James' Park (Newcastle),25000,AttwellS.,2,1,True,False,False,3.22,3.27,2.28,8,1,6,,
1023,157,Villa Park (Birmingham),25000,EnglandD.,3,4,False,False,True,2.54,3.49,2.67,14,4,3,,
1024,156,Anfield (Liverpool),25000,FriendK.,2,1,True,False,False,1.43,5.19,6.46,8,1,1,,
1025,156,Turf Moor (Burnley),25000,CooteD.,0,3,False,False,True,5.47,4.2,1.6,9,5,1,,
1026,156,Bramall Lane (Sheffield),25000,OliverM.,0,1,False,False,True,10,6.02,1.28,9,2,0,,
1027,156,Turf Moor (Burnley),25000,OliverM.,0,1,False,False,True,5.64,4.4,1.59,7,6,2,,
1028,156,Amex Stadium (Brighton),25000,MossJ.,1,1,False,True,False,1.68,3.98,5.28,6,3,2,,
1029,156,Emirates Stadium (London),25000,PawsonC.,0,1,False,False,True,1.94,3.57,4,6,1,8,,
1030,156,Molineux Stadium (Wolverhampton),25000,MasonL.,1,1,False,True,False,1.83,3.37,4.72,5,1,1,,
1031,156,St. Mary's Stadium (Southampton),25000,FriendK.,2,0,True,False,False,3.03,3.49,2.28,8,2,3,,
1032,156,Anfield (Liverpool),25000,DeanM.,2,1,True,False,False,1.23,6.87,11,7,2,3,,
1033,156,Old Trafford (Manchester),25000,AtkinsonM.,0,0,False,True,False,2.59,3.5,2.75,5,2,4,,
1034,155,Craven Cottage (London),25000,ScottG.,1,2,False,False,True,2.57,3.07,2.95,13,3,1,,
1035,155,London Stadium (London),25000,TaylorA.,1,1,False,True,False,6.06,5.01,1.47,9,1,2,,
1036,155,Elland Road (Leeds),25000,CooteD.,0,1,False,False,True,2.43,3.32,2.92,5,3,3,,
1037,155,The Hawthorns (West Bromwich),25000,TaylorA.,0,0,False,True,False,2.53,3.22,2.86,10,2,4,,
1038,155,King Power Stadium (Leicester),25000,MossJ.,0,1,False,False,True,2.38,3.57,2.82,9,5,7,,
1039,155,Tottenham Hotspur Stadium (London),25000,TierneyP.,3,3,False,True,False,1.61,4.25,5.26,10,4,5,,
1040,155,Selhurst Park (London),25000,AttwellS.,1,1,False,True,False,3.1,3.16,2.41,4,3,5,,
1041,155,Bramall Lane (Sheffield),25000,MarrinerA.,1,1,False,True,False,2.25,3.13,3.43,12,4,2,,
1042,155,St. James' Park (Newcastle),25000,PawsonC.,1,4,False,False,True,4.57,4.04,1.73,18,2,2,,
1043,155,Etihad Stadium (Manchester),25000,KavanaghC.,1,0,True,False,False,1.55,4.8,5.55,8,2,5,,
1044,154,Stamford Bridge (London),25000,BankesP.,3,3,False,True,False,1.6,4.42,5.2,11,4,2,,
1045,154,Villa Park (Birmingham),25000,AtkinsonM.,7,2,True,False,False,5.91,4.91,1.49,19,3,3,,
1046,154,Old Trafford (Manchester),25000,TaylorA.,1,6,False,False,True,2.07,3.69,3.57,10,1,3,,
1047,154,Emirates Stadium (London),25000,MasonL.,2,1,True,False,False,1.52,4.38,6.33,7,3,1,,
1048,154,Molineux Stadium (Wolverhampton),25000,EnglandD.,1,0,True,False,False,1.78,3.43,4.93,7,0,2,,
1049,154,King Power Stadium (Leicester),25000,MadleyA.,0,3,False,False,True,1.82,3.92,3.97,6,6,4,,
1050,154,St. Mary's Stadium (Southampton),25000,KavanaghC.,2,0,True,False,False,1.84,3.72,4.12,9,2,3,,
1051,154,St. James' Park (Newcastle),25000,CooteD.,3,1,True,False,False,2.41,3.25,3.01,8,9,5,,
1052,154,Elland Road (Leeds),25000,DeanM.,1,1,False,True,False,8.53,6.19,1.31,9,5,3,,
1053,154,Goodison Park (Liverpool),25000,HooperS.,4,2,True,False,False,1.81,3.78,4.19,9,2,1,,
1054,153,Anfield (Liverpool),25000,PawsonC.,3,1,True,False,False,1.51,5.04,5.78,11,5,4,,
1055,153,Craven Cottage (London),25000,AttwellS.,0,3,False,False,True,2.97,3.34,2.39,8,3,9,,
1056,153,London Stadium (London),25000,AtkinsonM.,4,0,True,False,False,3.29,3.22,2.27,9,5,1,,
1057,153,Etihad Stadium (Manchester),25000,OliverM.,2,5,False,False,True,1.3,5.97,9.04,12,5,4,,
1058,153,Tottenham Hotspur Stadium (London),25000,BankesP.,1,1,False,True,False,1.42,4.88,7.47,13,1,5,,
1059,153,Bramall Lane (Sheffield),25000,TierneyP.,0,1,False,False,True,2.93,3.26,2.46,13,3,3,,
1060,153,Turf Moor (Burnley),25000,MarrinerA.,0,1,False,False,True,3.19,3.34,2.26,3,3,1,,
1061,153,The Hawthorns (West Bromwich),25000,MossJ.,3,3,False,True,False,6.25,4.76,1.48,13,1,4,,
1062,153,Selhurst Park (London),25000,FriendK.,1,2,False,False,True,3.38,3.25,2.22,6,1,4,,
1063,153,Molineux Stadium (Wolverhampton),25000,MarrinerA.,1,3,False,False,True,6.65,4.49,1.49,10,5,3,,
1064,152,Villa Park (Birmingham),25000,ScottG.,1,0,True,False,False,2.43,3.11,3.11,3,1,4,,
1065,152,King Power Stadium (Leicester),25000,MasonL.,4,2,True,False,False,1.56,4.13,5.86,11,1,3,,
1066,152,Stamford Bridge (London),25000,TierneyP.,0,2,False,False,True,3.51,3.83,2.04,9,2,0,,
1067,152,St. James' Park (Newcastle),25000,FriendK.,0,3,False,False,True,2.67,3.09,2.8,6,3,3,,
1068,152,St. Mary's Stadium (Southampton),25000,CooteD.,2,5,False,False,True,3.33,3.37,2.23,13,8,7,,
1069,152,Emirates Stadium (London),25000,OliverM.,2,1,True,False,False,1.51,4.51,6.2,6,7,1,,
1070,152,Old Trafford (Manchester),25000,AtkinsonM.,1,3,False,False,True,1.4,4.97,7.75,9,3,3,,
1071,152,Elland Road (Leeds),25000,TaylorA.,4,3,True,False,False,1.72,3.74,4.82,13,3,3,,
1072,152,Amex Stadium (Brighton),25000,PawsonC.,1,3,False,False,True,5.73,4.39,1.56,8,3,1,,
1073,152,Bramall Lane (Sheffield),25000,DeanM.,0,2,False,False,True,3.17,2.8,2.61,6,4,3,,
1074,151,Tottenham Hotspur Stadium (London),25000,AtkinsonM.,0,1,False,False,True,2.05,3.4,3.8,9,1,1,,
1075,151,The Hawthorns (West Bromwich),25000,TaylorA.,0,3,False,False,True,3.32,3.29,2.22,8,7,2,,
1076,151,London Stadium (London),25000,AttwellS.,0,2,False,False,True,1.96,3.53,3.81,5,6,4,,
1077,151,Anfield (Liverpool),25000,OliverM.,4,3,True,False,False,1.31,5.89,8.81,9,7,1,,
1078,151,Selhurst Park (London),25000,MossJ.,1,0,True,False,False,3.09,3.18,2.4,8,4,3,,
1079,151,Molineux Stadium (Wolverhampton),4500,DeanM.,1,2,False,False,True,2.31,3.2,3.34,8,2,5,,
1080,151,St. Mary's Stadium (Southampton),8000,BankesP.,0,2,False,False,True,2.62,3.68,2.49,10,3,3,,
1081,151,St. James' Park (Newcastle),25000,FriendK.,3,4,False,False,True,8.04,5.89,1.33,11,1,4,,
1082,151,Old Trafford (Manchester),25000,TaylorA.,2,4,False,False,True,2.82,3.68,2.45,11,2,3,,
1083,151,Villa Park (Birmingham),25000,AtkinsonM.,0,0,False,True,False,3.02,3.23,2.42,7,2,3,,
1084,150,Stamford Bridge (London),25000,MarrinerA.,0,1,False,False,True,1.97,3.43,4.27,7,6,1,,
1085,150,St. Mary's Stadium (Southampton),25000,MadleyA.,3,1,True,False,False,1.84,3.71,4.12,10,3,5,,
1086,150,Old Trafford (Manchester),25000,PawsonC.,1,2,False,False,True,3.69,3.58,2.02,4,3,0,,
1087,150,King Power Stadium (Leicester),25000,EnglandD.,2,4,False,False,True,1.38,4.97,7.64,15,3,2,,
1088,150,St. Mary's Stadium (Southampton),25000,JonesR.,1,1,False,True,False,4.1,3.71,1.92,12,6,1,,
1089,150,Emirates Stadium (London),25000,MossJ.,0,1,False,False,True,2.01,3.56,3.76,4,3,4,,
1090,150,Villa Park (Birmingham),25000,BankesP.,1,2,False,False,True,9.76,5.36,1.32,6,3,3,,
1091,150,Tottenham Hotspur Stadium (London),25000,CooteD.,2,1,True,False,False,1.86,3.82,4.05,8,2,3,,
1092,150,Goodison Park (Liverpool),25000,OliverM.,2,2,False,True,False,3.47,3.41,2.16,10,2,2,,
