,week,venue,attendance,referee,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards,,
1709,88,Goodison Park (Liverpool),38400,FriendK.,2,2,False,True,False,1.67,3.9,5.17,8,8,2,,
1710,88,St. James' Park (Newcastle),50223,DeanM.,1,2,False,False,True,2.81,3.03,2.75,10,2,7,,
1711,88,King Power Stadium (Leicester),31957,PawsonC.,0,2,False,False,True,4.11,3.48,1.92,5,4,4,,
1712,88,Stamford Bridge (London),40571,OliverM.,2,0,True,False,False,3.34,3.54,2,9,3,2,,
1713,88,Emirates Stadium (London),59893,TierneyP.,1,0,True,False,False,1.25,5.4,10,2,2,9,,
1714,87,Turf Moor (Burnley),18497,AtkinsonM.,1,0,True,False,False,2.86,3.03,2.7,5,3,2,,
1715,87,Cardiff City Stadium (Cardiff),30067,MossJ.,1,0,True,False,False,3.17,3.24,2.35,5,4,4,,
1716,87,Old Trafford (Manchester),74523,ProbertL.,4,1,True,False,False,1.36,4.9,7.82,15,7,4,,
1717,87,London Stadium (London),56995,TaylorA.,3,2,True,False,False,2.27,3.34,3.22,10,2,3,,
1718,87,Old Trafford (Manchester),74507,MarrinerA.,2,2,False,True,False,2.41,3.48,2.96,11,5,6,,
1719,87,Wembley Stadium (London),33012,TaylorA.,3,1,True,False,False,1.31,5.33,8.77,13,6,0,,
1720,87,Turf Moor (Burnley),21741,AttwellS.,1,3,False,False,True,9.7,5.32,1.29,18,9,1,,
1721,87,Goodison Park (Liverpool),39350,MasonL.,1,1,False,True,False,1.41,4.48,7.43,8,2,5,,
1722,87,Craven Cottage (London),22881,CooteD.,1,1,False,True,False,2.68,3.28,2.68,12,4,0,,
1723,87,Molineux Stadium (Wolverhampton),31300,MossJ.,2,1,True,False,False,5.57,3.91,1.63,5,2,8,,
1724,86,Vicarage Road (Watford),20389,TierneyP.,1,2,False,False,True,8.13,5.12,1.34,14,11,1,,
1725,86,Vitality Stadium (Bournemouth),9980,EastR.,2,1,True,False,False,1.69,3.74,5.2,8,3,6,,
1726,86,Amex Stadium (Brighton),29663,FriendK.,3,1,True,False,False,2.97,2.95,2.67,8,0,5,,
1727,86,Anfield (Liverpool),51756,KavanaghC.,1,0,True,False,False,1.44,4.38,7.08,6,4,5,,
1728,86,Emirates Stadium (London),59973,DeanM.,4,2,True,False,False,2.86,3.49,2.48,13,7,8,,
1729,86,Stamford Bridge (London),40551,PawsonC.,2,0,True,False,False,1.18,7.16,12,13,1,3,,
1730,86,St. Mary's Stadium (Southampton),30187,FriendK.,2,2,False,True,False,4.28,3.37,1.92,11,2,8,,
1731,86,Selhurst Park (London),25098,ProbertL.,2,0,True,False,False,1.54,3.88,7.03,9,3,2,,
1732,86,John Smith's Stadium (Huddersfield),22973,OliverM.,1,2,False,False,True,2.36,2.88,3.59,8,5,2,,
1733,86,King Power Stadium (Leicester),31353,ScottG.,2,0,True,False,False,2.32,3.26,3.21,3,2,3,,
1734,85,Etihad Stadium (Manchester),54409,AttwellS.,3,1,True,False,False,1.12,8.87,18,7,5,0,,
1735,85,St. James' Park (Newcastle),51853,TierneyP.,0,3,False,False,True,2.51,3.3,2.87,8,6,6,,
1736,85,Turf Moor (Burnley),20628,TaylorA.,1,2,False,False,True,2.98,3.1,2.55,7,2,1,,
1737,85,Molineux Stadium (Wolverhampton),30130,FriendK.,0,2,False,False,True,1.53,3.64,6.69,9,2,3,,
1738,85,Vitality Stadium (Bournemouth),10792,PawsonC.,1,2,False,False,True,3.15,3.74,1.95,9,6,3,,
1739,85,Wembley Stadium (London),55465,AtkinsonM.,3,1,True,False,False,3.02,3.41,2.41,11,8,3,,
1740,85,Amex Stadium (Brighton),30553,KavanaghC.,1,1,False,True,False,2.8,3.09,2.71,6,6,6,,
1741,85,Goodison Park (Liverpool),39139,TierneyP.,1,0,True,False,False,1.44,4.36,7.12,9,1,3,,
1742,85,Craven Cottage (London),24603,OliverM.,3,2,True,False,False,2.68,3.31,2.66,13,5,5,,
1743,85,Old Trafford (Manchester),74516,MasonL.,0,0,False,True,False,1.43,4.48,7,7,5,3,,
1744,84,Vicarage Road (Watford),20540,MossJ.,0,3,False,False,True,5.88,4.35,1.54,8,8,2,,
1745,84,Emirates Stadium (London),60030,AttwellS.,1,1,False,True,False,1.63,4.12,5.12,8,3,4,,
1746,84,Etihad Stadium (Manchester),54316,TaylorA.,3,1,True,False,False,1.32,5.3,8.86,6,0,2,,
1747,84,Stamford Bridge (London),40345,FriendK.,0,0,False,True,False,1.36,4.89,8.09,5,12,7,,
1748,84,Anfield (Liverpool),53128,TierneyP.,2,0,True,False,False,1.1,10,21,10,7,2,,
1749,84,Selhurst Park (London),25685,MossJ.,0,1,False,False,True,4.99,3.91,1.68,6,5,2,,
1750,84,John Smith's Stadium (Huddersfield),24069,KavanaghC.,1,1,False,True,False,3.18,3.21,2.36,13,10,2,,
1751,84,King Power Stadium (Leicester),32184,DeanM.,0,0,False,True,False,1.42,4.57,7,6,3,2,,
1752,84,St. James' Park (Newcastle),49266,ProbertL.,2,1,True,False,False,2.87,3.33,2.49,10,4,3,,
1753,84,St. Mary's Stadium (Southampton),28153,HooperS.,1,1,False,True,False,2.31,3.31,3.18,10,8,5,,
1754,83,John Smith's Stadium (Huddersfield),17082,TaylorA.,1,0,True,False,False,2.31,3.31,3.17,3,9,3,,
1755,83,Stamford Bridge (London),40407,OliverM.,3,1,True,False,False,1.31,5.36,8.71,8,7,1,,
1756,83,Etihad Stadium (Manchester),53916,MasonL.,6,1,True,False,False,1.1,9.73,20,14,2,2,,
1757,83,Molineux Stadium (Wolverhampton),31185,DeanM.,2,3,False,False,True,3.18,3.36,2.28,15,8,3,,
1758,83,Emirates Stadium (London),59993,MarrinerA.,1,1,False,True,False,3.83,3.96,1.9,8,8,2,,
1759,83,Cardiff City Stadium (Cardiff),30877,ProbertL.,0,1,False,False,True,3.34,3.31,2.23,7,7,4,,
1760,83,Goodison Park (Liverpool),38966,CooteD.,3,1,True,False,False,1.54,4.04,6.56,6,4,1,,
1761,83,St. James' Park (Newcastle),49157,PawsonC.,1,0,True,False,False,2.75,3.17,2.69,3,6,6,,
1762,83,London Stadium (London),56862,EastR.,4,2,True,False,False,1.56,4.12,6.04,13,4,5,,
1763,83,Wembley Stadium (London),56854,FriendK.,0,1,False,False,True,5.31,4.16,1.64,7,8,4,,
1764,82,Old Trafford (Manchester),74525,MossJ.,2,1,True,False,False,1.8,3.75,4.38,16,7,3,,
1765,82,Turf Moor (Burnley),21430,PawsonC.,0,4,False,False,True,8.4,4.68,1.36,9,5,6,,
1766,82,Selhurst Park (London),25718,AtkinsonM.,2,2,False,True,False,4.28,3.98,1.77,5,2,3,,
1767,82,King Power Stadium (Leicester),31848,OliverM.,1,1,False,True,False,1.95,3.51,3.95,10,8,2,,
1768,82,Amex Stadium (Brighton),30654,TaylorA.,1,0,True,False,False,3.42,3.05,2.33,8,1,3,,
1769,82,Craven Cottage (London),25071,MarrinerA.,0,3,False,False,True,2.75,3.64,2.43,6,2,5,,
1770,82,Anfield (Liverpool),53373,AttwellS.,4,1,True,False,False,1.08,10,27,8,4,0,,
1771,82,St. Mary's Stadium (Southampton),30736,KavanaghC.,0,0,False,True,False,1.98,3.33,4.09,4,4,1,,
1772,82,Emirates Stadium (London),59886,KavanaghC.,3,1,True,False,False,1.6,4.18,5.4,8,3,4,,
1773,82,Goodison Park (Liverpool),38668,TaylorA.,2,0,True,False,False,1.78,3.71,4.89,7,1,3,,
1774,81,John Smith's Stadium (Huddersfield),24263,OliverM.,0,1,False,False,True,10,5.42,1.29,3,5,2,,
1775,81,Vitality Stadium (Bournemouth),10986,ProbertL.,0,0,False,True,False,2.21,3.54,3.33,6,4,3,,
1776,81,Cardiff City Stadium (Cardiff),29681,FriendK.,4,2,True,False,False,2.53,3.47,2.85,9,0,6,,
1777,81,Etihad Stadium (Manchester),54094,MossJ.,5,0,True,False,False,1.06,14,30,10,0,4,,
1778,81,St. James' Park (Newcastle),50329,MarrinerA.,0,1,False,False,True,2.2,3.15,3.78,8,2,2,,
1779,81,London Stadium (London),56921,AtkinsonM.,0,1,False,False,True,3.8,3.79,1.8,6,5,3,,
1780,81,Molineux Stadium (Wolverhampton),31144,MasonL.,0,2,False,False,True,1.76,3.6,5.29,4,3,4,,
1781,81,Anfield (Liverpool),52117,AtkinsonM.,0,0,False,True,False,2.81,3.68,2.58,4,7,4,,
1782,81,St. Mary's Stadium (Southampton),27077,PawsonC.,0,3,False,False,True,6.09,4.12,1.59,12,0,6,,
1783,81,Craven Cottage (London),25401,TierneyP.,1,5,False,False,True,4.8,4.53,1.65,11,5,2,,
1784,80,Old Trafford (Manchester),74519,TaylorA.,3,2,True,False,False,1.38,4.8,8.65,18,1,4,,
1785,80,Turf Moor (Burnley),20533,KavanaghC.,1,1,False,True,False,2.4,3.04,3.46,5,3,4,,
1786,80,Selhurst Park (London),25715,OliverM.,0,1,False,False,True,2.89,3.18,2.67,6,2,7,,
1787,80,King Power Stadium (Leicester),32007,MarrinerA.,1,2,False,False,True,2.21,3.46,3.42,10,5,5,,
1788,80,Wembley Stadium (London),43268,DeanM.,1,0,True,False,False,1.24,6.59,11,13,3,4,,
1789,80,Vicarage Road (Watford),20139,MossJ.,0,4,False,False,True,2.09,3.6,3.58,9,3,6,,
1790,80,Vitality Stadium (Bournemouth),10199,DeanM.,2,1,True,False,False,2.27,3.53,3.21,7,4,7,,
1791,80,Cardiff City Stadium (Cardiff),30411,AtkinsonM.,1,2,False,False,True,2.42,3.14,3.3,7,3,4,,
1792,80,Stamford Bridge (London),40625,MarrinerA.,1,1,False,True,False,2.82,3.58,2.62,10,4,2,,
1793,80,Emirates Stadium (London),60019,TaylorA.,2,0,True,False,False,1.47,4.9,6.16,6,4,4,,
1794,79,Goodison Park (Liverpool),38788,EastR.,3,0,True,False,False,1.71,4.19,4.7,6,6,3,,
1795,79,John Smith's Stadium (Huddersfield),23885,PawsonC.,0,2,False,False,True,6.2,4.21,1.57,11,2,4,,
1796,79,Etihad Stadium (Manchester),54152,MasonL.,2,0,True,False,False,1.08,11,29,9,2,3,,
1797,79,St. James' Park (Newcastle),51523,HooperS.,0,2,False,False,True,2.67,3.22,2.86,6,1,0,,
1798,79,Molineux Stadium (Wolverhampton),31147,AttwellS.,2,0,True,False,False,1.8,3.62,4.91,12,2,4,,
1799,79,Emirates Stadium (London),59964,MossJ.,2,0,True,False,False,1.37,5.46,7.35,11,3,3,,
1800,79,London Stadium (London),56875,DeanM.,0,0,False,True,False,6.68,4.45,1.51,7,5,3,,
1801,79,Amex Stadium (Brighton),30531,KavanaghC.,1,2,False,False,True,4.92,4.05,1.71,11,2,3,,
1802,79,Turf Moor (Burnley),18636,TaylorA.,4,0,True,False,False,3.22,3.43,2.31,10,3,2,,
1803,79,Cardiff City Stadium (Cardiff),32321,OliverM.,0,5,False,False,True,18,8.35,1.15,12,3,2,,
1804,78,Selhurst Park (London),25679,MarrinerA.,0,0,False,True,False,2.08,3.35,3.92,7,3,2,,
1805,78,King Power Stadium (Leicester),31676,CooteD.,3,1,True,False,False,1.71,3.61,5.76,10,1,3,,
1806,78,Anfield (Liverpool),50965,TierneyP.,3,0,True,False,False,1.17,7.74,16,5,5,2,,
1807,78,Old Trafford (Manchester),74489,FriendK.,1,1,False,True,False,1.62,4.04,5.82,14,5,2,,
1808,78,St. Mary's Stadium (Southampton),27742,TaylorA.,2,2,False,True,False,1.97,3.32,4.43,9,4,5,,
1809,78,Goodison Park (Liverpool),39161,AtkinsonM.,1,3,False,False,True,2.11,3.55,3.56,8,3,7,,
1810,78,Molineux Stadium (Wolverhampton),30406,MarrinerA.,1,0,True,False,False,1.73,3.54,5.72,9,2,6,,
1811,78,Vicarage Road (Watford),20537,DeanM.,1,2,False,False,True,4.6,3.69,1.83,11,6,5,,
1812,78,Vitality Stadium (Bournemouth),10543,PawsonC.,4,2,True,False,False,2.31,3.46,3.19,13,4,7,,
1813,78,Stamford Bridge (London),40499,MossJ.,4,1,True,False,False,1.14,8.48,21,9,0,0,,
1814,77,John Smith's Stadium (Huddersfield),23696,ScottG.,0,1,False,False,True,3.45,3.13,2.35,4,7,3,,
1815,77,Etihad Stadium (Manchester),53307,AttwellS.,3,0,True,False,False,1.08,12,28,12,7,0,,
1816,77,St. James' Park (Newcastle),52165,ProbertL.,1,2,False,False,True,4.28,3.89,1.84,4,4,0,,
1817,77,Turf Moor (Burnley),21525,MossJ.,0,2,False,False,True,5.62,3.85,1.67,11,2,5,,
1818,77,Vicarage Road (Watford),20141,MarrinerA.,2,1,True,False,False,5.11,4.18,1.72,5,4,3,,
1819,77,Cardiff City Stadium (Cardiff),32316,TaylorA.,2,3,False,False,True,6.06,4.48,1.55,14,4,7,,
1820,77,Etihad Stadium (Manchester),53946,FriendK.,2,1,True,False,False,1.12,9.54,21,10,3,0,,
1821,77,Amex Stadium (Brighton),30526,ProbertL.,2,2,False,True,False,2.26,3.55,3.44,10,6,6,,
1822,77,Stamford Bridge (London),40178,MasonL.,2,0,True,False,False,1.3,6.25,9.6,7,3,4,,
1823,77,Selhurst Park (London),25495,AtkinsonM.,0,2,False,False,True,2.02,3.52,3.04,12,1,2,,
1824,76,Goodison Park (Liverpool),38767,AttwellS.,1,1,False,True,False,1.51,4.23,7.27,7,1,6,,
1825,76,London Stadium (London),56947,KavanaghC.,0,1,False,False,True,2.54,3.42,2.86,9,1,3,,
1826,76,Old Trafford (Manchester),74400,PawsonC.,0,3,False,False,True,2.66,3.42,2.88,10,3,5,,
1827,76,Craven Cottage (London),23438,CooteD.,4,2,True,False,False,2.2,3.29,3.61,14,6,3,,
1828,76,St. James' Park (Newcastle),51791,TierneyP.,1,2,False,False,True,6.14,4.29,1.57,5,4,4,,
1829,76,Vicarage Road (Watford),20014,TaylorA.,2,1,True,False,False,2.55,3.26,2.98,8,4,6,,
1830,76,Anfield (Liverpool),53294,KavanaghC.,1,0,True,False,False,1.14,8.56,19,10,4,2,,
1831,76,Emirates Stadium (London),59830,ScottG.,3,1,True,False,False,1.37,5.4,7.49,15,6,4,,
1832,76,Vitality Stadium (Bournemouth),10654,ProbertL.,2,2,False,True,False,2.56,3.56,2.75,8,5,3,,
1833,76,John Smith's Stadium (Huddersfield),21193,OliverM.,0,0,False,True,False,2.4,3.01,3.5,5,2,1,,
1834,75,St. Mary's Stadium (Southampton),29925,MossJ.,1,2,False,False,True,2.39,3.24,3.25,10,1,4,,
1835,75,Selhurst Park (London),25750,OliverM.,0,2,False,False,True,7.76,5.24,1.37,8,4,2,,
1836,75,Amex Stadium (Brighton),30592,FriendK.,3,2,True,False,False,5.56,3.65,1.72,6,4,2,,
1837,75,Turf Moor (Burnley),18822,TierneyP.,1,3,False,False,True,2.45,3.05,3.35,9,6,3,,
1838,75,Etihad Stadium (Manchester),54021,MarrinerA.,6,1,True,False,False,1.07,11,37,15,2,2,,
1839,75,Stamford Bridge (London),40491,AtkinsonM.,3,2,True,False,False,1.87,4,4.36,17,6,2,,
1840,75,Goodison Park (Liverpool),38601,MasonL.,2,1,True,False,False,1.83,3.6,4.75,11,5,5,,
1841,75,King Power Stadium (Leicester),32043,DeanM.,2,0,True,False,False,2.14,3.34,3.71,5,1,3,,
1842,75,Wembley Stadium (London),58297,TaylorA.,3,1,True,False,False,1.25,6.11,12,14,4,0,,
1843,75,London Stadium (London),56888,AttwellS.,1,2,False,False,True,2.07,3.62,3.61,10,1,8,,
1844,74,Emirates Stadium (London),59934,OliverM.,0,2,False,False,True,4.53,4.05,1.83,11,9,4,,
1845,74,Anfield (Liverpool),53235,TaylorA.,4,0,True,False,False,1.2,7.18,12,10,8,3,,
1846,74,St. Mary's Stadium (Southampton),30784,ScottG.,0,0,False,True,False,2,3.22,4.42,9,6,1,,
1847,74,Molineux Stadium (Wolverhampton),31231,PawsonC.,2,2,False,True,False,2.3,3.25,3.42,9,5,1,,
1848,74,Vitality Stadium (Bournemouth),10353,FriendK.,2,0,True,False,False,1.86,3.65,4.47,5,2,2,,
1849,74,Craven Cottage (London),24821,DeanM.,0,2,False,False,True,2.54,3.42,2.86,15,5,3,,
1850,74,John Smith's Stadium (Huddersfield),24121,KavanaghC.,0,3,False,False,True,6.26,4.04,1.59,5,3,3,,
1851,74,Vicarage Road (Watford),20051,MossJ.,2,0,True,False,False,2.47,3.14,3.21,5,3,4,,
1852,74,St. James' Park (Newcastle),51749,AtkinsonM.,1,2,False,False,True,3.85,3.46,2.06,7,1,4,,
1853,74,Vicarage Road (Watford),20067,KavanaghC.,1,4,False,False,True,2.08,3.67,3.37,17,5,1,,
1854,73,Goodison Park (Liverpool),39303,KavanaghC.,2,0,True,False,False,1.64,3.88,5.42,7,3,2,,
1855,73,Anfield (Liverpool),53249,FriendK.,5,0,True,False,False,1.06,12,28,8,6,0,,
1856,73,Molineux Stadium (Wolverhampton),31436,AttwellS.,3,1,True,False,False,2.67,3.35,2.66,4,4,5,,
1857,73,Tottenham Hotspur Stadium (London),56251,KavanaghC.,1,0,True,False,False,1.26,5.65,11,6,3,3,,
1858,73,Vicarage Road (Watford),19170,DeanM.,1,1,False,True,False,2.16,3.36,3.46,8,9,7,,
1859,73,Etihad Stadium (Manchester),54489,OliverM.,1,0,True,False,False,1.26,6.53,9.25,8,4,3,,
1860,73,Amex Stadium (Brighton),30226,MarrinerA.,0,2,False,False,True,1.96,3.3,4.2,5,2,1,,
1861,73,King Power Stadium (Leicester),32108,KavanaghC.,0,1,False,False,True,1.66,3.83,5.42,10,7,5,,
1862,73,St. Mary's Stadium (Southampton),31797,TierneyP.,1,3,False,False,True,8.12,5.02,1.34,6,6,6,,
1863,73,Stamford Bridge (London),38593,ScottG.,3,0,True,False,False,1.28,5.34,10,5,2,0,,
1864,72,Etihad Stadium (Manchester),53559,MossJ.,2,0,True,False,False,1.05,13,27,12,2,3,,
1865,72,Tottenham Hotspur Stadium (London),59215,MarrinerA.,2,0,True,False,False,1.47,4.44,6.31,11,4,1,,
1866,72,Molineux Stadium (Wolverhampton),31302,DeanM.,2,1,True,False,False,3.2,3.17,2.37,6,9,5,,
1867,72,Craven Cottage (London),25001,FriendK.,0,2,False,False,True,20,9.7,1.1,7,5,2,,
1868,72,London Stadium (London),59931,MossJ.,4,3,True,False,False,1.52,4.19,6.55,10,2,2,,
1869,72,Selhurst Park (London),24972,PawsonC.,1,2,False,False,True,1.89,3.37,4.92,6,2,6,,
1870,72,Wembley Stadium (London),81332,TaylorA.,1,1,False,True,False,2.04,3.61,4.05,7,6,5,,
1871,72,King Power Stadium (Leicester),30558,ProbertL.,2,1,True,False,False,1.85,3.52,4.83,6,6,2,,
1872,72,London Stadium (London),59950,MasonL.,3,1,True,False,False,2.03,3.45,3.74,12,6,2,,
1873,72,Craven Cottage (London),25001,TierneyP.,0,3,False,False,True,4.65,3.97,1.71,10,5,5,,
1874,71,Goodison Park (Liverpool),39322,PawsonC.,0,2,False,False,True,9,5.76,1.28,5,5,2,,
1875,71,Wembley Stadium (London),41219,MarrinerA.,1,0,True,False,False,1.4,4.48,8,6,4,1,,
1876,71,Molineux Stadium (Wolverhampton),31122,CooteD.,3,0,True,False,False,2.01,3.64,4.14,9,2,5,,
1877,71,Molineux Stadium (Wolverhampton),31278,KavanaghC.,4,3,True,False,False,2.35,3.21,3.35,13,1,6,,
1878,71,London Stadium (London),59946,MossJ.,1,0,True,False,False,3.4,3.83,1.95,5,8,2,,
1879,71,Goodison Park (Liverpool),39052,AtkinsonM.,0,1,False,False,True,2,3.46,3.82,6,3,4,,
1880,71,Vicarage Road (Watford),20336,EastR.,1,1,False,True,False,1.69,3.77,5.15,7,5,3,,
1881,71,Craven Cottage (London),24382,MarrinerA.,1,1,False,True,False,2.89,3.12,2.61,10,2,3,,
1882,71,Molineux Stadium (Wolverhampton),31358,PawsonC.,0,2,False,False,True,6.75,4.11,1.52,11,6,0,,
1883,71,Etihad Stadium (Manchester),54173,PawsonC.,3,1,True,False,False,1.2,6.62,10,7,5,3,,
1884,70,Vitality Stadium (Bournemouth),10752,MasonL.,0,4,False,False,True,6.57,4.69,1.43,6,5,3,,
1885,70,London Stadium (London),56811,ScottG.,3,1,True,False,False,1.67,3.92,5.13,16,7,3,,
1886,70,Cardiff City Stadium (Cardiff),30213,MarrinerA.,2,1,True,False,False,3.54,3.18,2.21,7,2,3,,
1887,70,London Stadium (London),56886,MarrinerA.,0,4,False,False,True,11,6.59,1.21,7,5,0,,
1888,70,Cardiff City Stadium (Cardiff),29402,AtkinsonM.,2,1,True,False,False,2.53,2.99,3.13,9,0,3,,
1889,70,Vitality Stadium (Bournemouth),10792,TierneyP.,1,2,False,False,True,3.92,3.7,1.91,15,5,7,,
1890,70,Vicarage Road (Watford),20457,DeanM.,3,0,True,False,False,1.77,3.47,5.08,13,6,3,,
1891,70,Stamford Bridge (London),40721,DeanM.,2,2,False,True,False,1.75,4.11,4.85,10,3,7,,
1892,70,Amex Stadium (Brighton),30544,FriendK.,1,0,True,False,False,2.74,3.27,2.75,8,6,5,,
1893,70,London Stadium (London),56938,OliverM.,3,1,True,False,False,3.91,3.66,1.98,7,6,1,,
1894,69,Craven Cottage (London),23418,AtkinsonM.,1,1,False,True,False,2.84,3.54,2.5,9,11,3,,
1895,69,Wembley Stadium (London),80188,OliverM.,1,2,False,False,True,3.05,3.72,2.39,13,5,0,,
1896,69,King Power Stadium (Leicester),32149,TierneyP.,1,2,False,False,True,7.92,5.22,1.4,9,5,5,,
1897,69,Molineux Stadium (Wolverhampton),31322,AtkinsonM.,1,1,False,True,False,9.87,6.56,1.26,8,7,3,,
1898,69,Cardiff City Stadium (Cardiff),30720,PawsonC.,0,0,False,True,False,3.27,3.07,2.48,7,2,4,,
1899,69,Old Trafford (Manchester),74439,MarrinerA.,2,1,True,False,False,1.58,4.04,6.4,10,6,3,,
1900,69,Turf Moor (Burnley),20720,TierneyP.,1,2,False,False,True,2.38,3.5,3.04,9,4,0,,
1901,69,Selhurst Park (London),25357,MossJ.,2,0,True,False,False,1.78,3.93,4.57,6,2,5,,
1902,69,John Smith's Stadium (Huddersfield),24122,OliverM.,0,1,False,False,True,5.52,4.77,1.55,7,2,1,,
1903,69,Anfield (Liverpool),50752,FriendK.,4,0,True,False,False,1.21,7.27,11,12,2,0,,
1904,68,Old Trafford (Manchester),75049,MasonL.,1,0,True,False,False,1.55,4.42,6.17,4,6,4,,
1905,68,St. James' Park (Newcastle),52294,AtkinsonM.,3,0,True,False,False,4.48,3.95,1.79,8,2,1,,
1906,68,St. Mary's Stadium (Southampton),31882,MarrinerA.,0,1,False,False,True,5.76,4.57,1.56,5,6,5,,
1907,68,Swansea.com Stadium (Swansea),20673,TaylorA.,1,2,False,False,True,2.04,3.6,3.76,16,6,3,,
1908,68,Wembley Stadium (London),77841,PawsonC.,5,4,True,False,False,1.36,5.67,7.27,15,6,3,,
1909,68,London Stadium (London),56902,MossJ.,0,0,False,True,False,4.54,3.78,1.82,8,3,2,,
1910,68,Etihad Stadium (Manchester),54013,TierneyP.,3,1,True,False,False,1.19,7.55,13,10,3,1,,
1911,68,King Power Stadium (Leicester),32095,ScottG.,3,1,True,False,False,3.77,4.02,1.92,17,7,4,,
1912,68,Emirates Stadium (London),59540,MarrinerA.,5,0,True,False,False,1.4,5.01,7.48,10,0,1,,
1913,68,Stamford Bridge (London),41314,TaylorA.,1,0,True,False,False,2.22,3.75,3.36,9,2,5,,
1914,67,Etihad Stadium (Manchester),54350,DeanM.,0,0,False,True,False,1.06,13,35,5,2,3,,
1915,67,Goodison Park (Liverpool),38225,MossJ.,1,1,False,True,False,2.84,3.26,2.66,8,6,8,,
1916,67,Vitality Stadium (Bournemouth),10820,FriendK.,1,0,True,False,False,1.99,3.58,3.93,8,5,5,,
1917,67,King Power Stadium (Leicester),32013,KavanaghC.,0,2,False,False,True,2.28,3.48,3.23,5,4,3,,
1918,67,Vicarage Road (Watford),20375,EastR.,2,1,True,False,False,2.17,3.34,3.63,9,8,3,,
1919,67,The Hawthorns (West Bromwich),23685,JonesM.,1,0,True,False,False,6.98,4.57,1.46,6,2,5,,
1920,67,Bet365 Stadium (Stoke on Trent),29687,AtkinsonM.,1,2,False,False,True,2.5,3.44,2.9,4,4,7,,
1921,67,Wembley Stadium (London),52675,OliverM.,2,0,True,False,False,1.17,8.02,16,8,6,1,,
1922,67,Old Trafford (Manchester),75035,FriendK.,2,1,True,False,False,1.37,5.53,8.17,6,3,1,,
1923,67,London Stadium (London),56904,SwarbrickN.,1,4,False,False,True,9.1,5.82,1.3,8,5,1,,
1924,66,Swansea.com Stadium (Swansea),20900,MossJ.,0,1,False,False,True,7.8,4.83,1.4,6,4,2,,
1925,66,Turf Moor (Burnley),19459,EastR.,0,0,False,True,False,2.36,3.11,3.45,5,7,2,,
1926,66,Selhurst Park (London),25750,DeanM.,5,0,True,False,False,2.06,3.57,3.72,10,1,2,,
1927,66,John Smith's Stadium (Huddersfield),24121,ProbertL.,0,2,False,False,True,2.73,3,2.99,7,4,1,,
1928,66,St. James' Park (Newcastle),52283,CooteD.,0,1,False,False,True,1.98,3.35,4.33,4,2,4,,
1929,66,St. Mary's Stadium (Southampton),31778,TaylorA.,2,1,True,False,False,1.69,4.13,4.96,13,3,6,,
1930,66,Goodison Park (Liverpool),39061,MadleyR.,1,0,True,False,False,2.18,3.35,3.59,3,5,3,,
1931,66,Etihad Stadium (Manchester),54387,PawsonC.,5,0,True,False,False,1.12,9.47,21,13,5,1,,
1932,66,Emirates Stadium (London),59422,MasonL.,4,1,True,False,False,1.54,4.54,6.02,12,2,5,,
1933,66,Bet365 Stadium (Stoke on Trent),29532,DeanM.,1,1,False,True,False,2.24,3.31,3.49,10,2,3,,
1934,65,Vicarage Road (Watford),20401,KavanaghC.,0,0,False,True,False,3.02,3.35,2.47,5,1,8,,
1935,65,King Power Stadium (Leicester),31160,EastR.,0,0,False,True,False,2.43,3.48,2.98,5,5,0,,
1936,65,Vitality Stadium (Bournemouth),10952,ScottG.,0,2,False,False,True,4.35,3.87,1.83,6,4,4,,
1937,65,London Stadium (London),56795,OliverM.,1,1,False,True,False,1.98,3.49,4.09,13,8,5,,
1938,65,Old Trafford (Manchester),75095,TierneyP.,0,1,False,False,True,1.19,7.05,16,8,5,2,,
1939,65,St. James' Park (Newcastle),52210,TaylorA.,2,1,True,False,False,2.87,3.52,2.49,7,3,1,,
1940,65,Wembley Stadium (London),80811,MossJ.,1,3,False,False,True,2.79,3.75,2.56,9,6,7,,
1941,65,Anfield (Liverpool),52959,KavanaghC.,3,0,True,False,False,1.22,6.99,11,8,8,2,,
1942,65,Turf Moor (Burnley),21727,AtkinsonM.,2,1,True,False,False,2.65,3.13,2.95,9,1,3,,
1943,65,Selhurst Park (London),24656,MarrinerA.,3,2,True,False,False,1.84,3.51,4.84,11,4,5,,
1944,64,John Smith's Stadium (Huddersfield),23961,PawsonC.,1,0,True,False,False,2.6,3.17,2.99,3,3,4,,
1945,64,Swansea.com Stadium (Swansea),20933,MasonL.,1,1,False,True,False,2.69,3.12,2.91,10,1,2,,
1946,64,Stamford Bridge (London),41324,FriendK.,1,1,False,True,False,1.27,5.92,11,8,4,1,,
1947,64,Emirates Stadium (London),59374,MarrinerA.,3,2,True,False,False,1.54,3.9,4.6,15,3,3,,
1948,64,Etihad Stadium (Manchester),54259,AtkinsonM.,2,3,False,False,True,1.78,3.81,4.54,10,2,9,,
1949,64,Vitality Stadium (Bournemouth),10710,MossJ.,2,2,False,True,False,2.53,3.54,2.8,11,4,4,,
1950,64,Amex Stadium (Brighton),30501,TaylorA.,1,1,False,True,False,1.72,3.59,5.68,9,6,1,,
1951,64,King Power Stadium (Leicester),32066,AttwellS.,1,2,False,False,True,1.87,3.58,4.54,5,6,4,,
